A,burntumber,rawumber,vanDykeBrown,burntsienna,rawsSenna,redochre,redlead,cadmiumred,alizarin,madderLake,lacdye,carminelake,vermilion,realgar,ylakereseda,massicot,yellowochre,gamboge,naplesYellow,leadtinYellow..II,leadtinyellow..I,saffron,orpiment,cobaltyellow,cadmiumyellow,chromegreen,cobaltgreen,cadmiumgreen,greenearth,viridian,phthalogreen,verdigris,malachite,bluebice,cobaltblue,azurite,egyptianblue,ultramarine,phthaloblue,smalt,indigo,mayablue,prussianblue,cobaltviolet,ivoryblack,vineblack,boneblack,lampblack,gypsum,chalk,leadwhite,zincwhite,titaniumwhite,lithopone
825.32,18.969,11.63,6.558,27.871,34.109,26.767,102.644,107.474,75.469,81.687,55.238,54.75,59.569,107.78,50.062,57.22,41.207,86.504,71.651,98.108,101.224,103.895,93.182,100.37,108.292,47.278,43.201,59.954,9.43,42.099,4.094,4.778,4.017,9.614,84.915,5.716,12.072,18.247,14.991,91.328,39.554,66.025,2.214,7.635,3.738,5.681,4.012,5.946,48.815,56.167,105.549,100.712,83.695,107.53
825.5,18.981,11.618,6.577,27.907,34.093,26.795,102.687,107.499,75.455,81.734,55.317,54.774,59.597,107.843,50.066,57.263,41.221,86.542,71.668,98.148,101.296,103.964,93.269,100.405,108.348,47.28,43.226,60.096,9.446,42.138,4.122,4.79,4.018,9.622,84.964,5.737,12.089,18.259,15.063,91.335,39.686,66.08,2.217,7.615,3.73,5.68,4.009,5.941,48.796,56.163,105.583,100.724,83.719,107.58
825.68,18.987,11.61,6.584,27.91,34.068,26.779,102.673,107.523,75.446,81.777,55.343,54.758,59.581,107.834,50.131,57.287,41.191,86.537,71.699,98.123,101.263,103.954,93.269,100.41,108.374,47.283,43.231,60.218,9.445,42.161,4.144,4.793,4.024,9.62,84.959,5.738,12.116,18.277,15.148,91.305,39.801,66.105,2.217,7.583,3.743,5.684,4.019,5.946,48.817,56.157,105.596,100.666,83.695,107.602
825.86,19.012,11.617,6.609,27.925,34.067,26.771,102.66,107.538,75.5,81.807,55.343,54.771,59.557,107.859,50.121,57.278,41.183,86.61,71.698,98.14,101.285,103.998,93.325,100.437,108.388,47.262,43.28,60.329,9.444,42.217,4.174,4.804,4.022,9.645,84.988,5.776,12.146,18.312,15.2,91.363,39.918,66.139,2.217,7.569,3.744,5.688,4.012,5.955,48.82,56.222,105.616,100.655,83.707,107.576
826.05,19.016,11.609,6.604,27.892,34.017,26.716,102.619,107.484,75.481,81.743,55.312,54.777,59.53,107.779,50.074,57.258,41.144,86.597,71.646,98.114,101.262,103.961,93.314,100.39,108.358,47.238,43.294,60.379,9.46,42.212,4.193,4.796,4.013,9.65,84.94,5.774,12.168,18.294,15.274,91.312,40.005,66.125,2.223,7.537,3.737,5.681,4.015,5.927,48.85,56.217,105.526,100.623,83.628,107.536
826.23,19.016,11.612,6.592,27.825,33.994,26.677,102.629,107.482,75.465,81.762,55.258,54.759,59.526,107.773,50.06,57.254,41.09,86.56,71.679,98.08,101.207,103.959,93.261,100.341,108.32,47.221,43.305,60.424,9.458,42.238,4.194,4.784,4.001,9.637,84.901,5.772,12.178,18.307,15.336,91.236,40.096,66.141,2.217,7.514,3.711,5.677,4.01,5.916,48.828,56.196,105.478,100.61,83.559,107.524
826.41,19.009,11.582,6.594,27.792,33.982,26.634,102.58,107.477,75.416,81.734,55.257,54.781,59.519,107.744,50.035,57.237,41.086,86.541,71.638,98.086,101.179,103.952,93.21,100.346,108.319,47.196,43.348,60.477,9.464,42.275,4.204,4.778,3.998,9.641,84.906,5.768,12.187,18.33,15.398,91.199,40.167,66.118,2.222,7.483,3.691,5.669,3.992,5.908,48.832,56.194,105.442,100.559,83.57,107.508
826.59,18.987,11.59,6.61,27.787,33.998,26.637,102.607,107.492,75.38,81.684,55.315,54.766,59.513,107.732,50.032,57.218,41.09,86.541,71.62,98.079,101.166,103.962,93.193,100.338,108.274,47.164,43.352,60.598,9.466,42.302,4.208,4.778,4.001,9.654,84.87,5.76,12.205,18.336,15.459,91.193,40.21,66.116,2.201,7.465,3.696,5.674,3.996,5.901,48.821,56.193,105.42,100.526,83.57,107.52
826.78,18.976,11.581,6.625,27.756,33.959,26.605,102.564,107.494,75.341,81.691,55.307,54.776,59.48,107.71,50.01,57.211,41.099,86.546,71.603,98.079,101.181,103.941,93.189,100.263,108.239,47.128,43.382,60.659,9.443,42.293,4.23,4.766,4.009,9.641,84.837,5.768,12.214,18.357,15.522,91.183,40.269,66.075,2.211,7.441,3.693,5.674,3.994,5.889,48.78,56.188,105.363,100.514,83.526,107.476
826.96,18.989,11.6,6.612,27.746,33.929,26.585,102.602,107.603,75.346,81.702,55.353,54.82,59.512,107.73,50.022,57.186,41.08,86.551,71.639,98.126,101.175,103.975,93.199,100.256,108.323,47.107,43.426,60.765,9.43,42.337,4.241,4.753,3.993,9.635,84.866,5.764,12.225,18.364,15.571,91.185,40.348,66.078,2.209,7.411,3.699,5.658,3.983,5.889,48.8,56.234,105.431,100.518,83.569,107.487
827.14,18.987,11.581,6.628,27.717,33.915,26.562,102.657,107.592,75.325,81.677,55.365,54.81,59.503,107.815,50.055,57.197,41.081,86.576,71.668,98.123,101.169,103.999,93.213,100.312,108.319,47.116,43.476,60.89,9.43,42.343,4.258,4.739,3.978,9.637,84.877,5.751,12.25,18.363,15.637,91.219,40.405,66.088,2.194,7.381,3.697,5.645,3.976,5.869,48.809,56.287,105.43,100.532,83.572,107.499
827.32,19.041,11.597,6.634,27.729,33.896,26.566,102.643,107.614,75.303,81.684,55.351,54.82,59.466,107.796,50.047,57.193,41.067,86.558,71.651,98.094,101.177,103.97,93.184,100.312,108.353,47.133,43.511,60.96,9.426,42.374,4.299,4.741,3.98,9.667,84.918,5.778,12.3,18.354,15.723,91.232,40.485,66.115,2.207,7.358,3.714,5.649,3.987,5.898,48.807,56.299,105.435,100.506,83.569,107.51
827.51,19.049,11.607,6.622,27.691,33.9,26.563,102.706,107.697,75.329,81.713,55.338,54.84,59.465,107.814,50.044,57.218,41.053,86.595,71.698,98.092,101.154,103.971,93.184,100.352,108.375,47.141,43.556,61.041,9.425,42.399,4.317,4.737,3.974,9.671,84.91,5.751,12.348,18.366,15.81,91.261,40.552,66.118,2.193,7.347,3.708,5.623,3.984,5.896,48.808,56.319,105.498,100.539,83.54,107.483
827.69,19.037,11.608,6.612,27.643,33.84,26.509,102.672,107.685,75.274,81.677,55.315,54.839,59.465,107.795,49.991,57.196,41.015,86.545,71.634,98.054,101.155,103.939,93.163,100.34,108.3,47.109,43.567,61.061,9.425,42.413,4.33,4.729,3.963,9.662,84.89,5.738,12.371,18.363,15.87,91.245,40.584,66.111,2.19,7.318,3.684,5.613,3.968,5.885,48.802,56.283,105.472,100.541,83.495,107.42
827.87,19.036,11.596,6.595,27.629,33.846,26.477,102.755,107.694,75.269,81.688,55.312,54.872,59.507,107.814,50.021,57.18,40.967,86.54,71.652,98.052,101.152,103.952,93.162,100.364,108.284,47.104,43.603,61.156,9.429,42.447,4.358,4.724,3.964,9.643,84.883,5.724,12.393,18.354,15.957,91.228,40.642,66.109,2.176,7.287,3.684,5.596,3.975,5.893,48.807,56.269,105.524,100.527,83.495,107.427
828.05,19.019,11.604,6.603,27.618,33.837,26.461,102.788,107.719,75.267,81.742,55.349,54.863,59.506,107.874,50.084,57.182,40.961,86.545,71.646,98.067,101.16,103.996,93.205,100.408,108.334,47.105,43.642,61.273,9.427,42.522,4.392,4.721,3.947,9.64,84.918,5.712,12.411,18.37,16.031,91.289,40.739,66.135,2.158,7.249,3.663,5.608,3.968,5.898,48.779,56.274,105.568,100.525,83.546,107.468
828.24,19.056,11.622,6.631,27.653,33.839,26.489,102.808,107.809,75.283,81.764,55.398,54.927,59.52,107.912,50.12,57.227,40.968,86.58,71.632,98.111,101.252,103.999,93.254,100.457,108.376,47.104,43.715,61.407,9.43,42.585,4.44,4.741,3.967,9.674,84.927,5.716,12.459,18.372,16.127,91.356,40.848,66.149,2.166,7.233,3.693,5.614,3.965,5.918,48.788,56.311,105.592,100.583,83.581,107.498
828.42,19.052,11.63,6.642,27.639,33.788,26.523,102.872,107.847,75.288,81.796,55.409,54.938,59.518,107.987,50.136,57.244,40.951,86.568,71.679,98.116,101.293,103.998,93.301,100.463,108.393,47.115,43.727,61.542,9.43,42.612,4.438,4.733,3.948,9.653,84.918,5.732,12.492,18.381,16.208,91.419,40.948,66.192,2.158,7.205,3.691,5.615,3.965,5.914,48.781,56.306,105.656,100.633,83.61,107.516
828.6,19.079,11.63,6.645,27.641,33.784,26.531,102.881,107.835,75.275,81.824,55.372,54.962,59.534,108.025,50.144,57.275,40.942,86.575,71.691,98.098,101.26,103.953,93.32,100.409,108.418,47.132,43.778,61.587,9.425,42.637,4.468,4.749,3.945,9.635,84.983,5.736,12.527,18.391,16.267,91.442,41.076,66.218,2.169,7.183,3.685,5.638,3.966,5.925,48.773,56.328,105.617,100.683,83.631,107.525
828.78,19.102,11.628,6.654,27.675,33.756,26.521,102.92,107.825,75.267,81.832,55.407,54.972,59.561,108.065,50.158,57.281,40.921,86.563,71.672,98.105,101.253,103.945,93.306,100.406,108.431,47.133,43.811,61.712,9.438,42.687,4.488,4.761,3.949,9.668,85.01,5.742,12.564,18.42,16.344,91.428,41.192,66.273,2.183,7.176,3.695,5.64,3.966,5.943,48.795,56.3,105.63,100.693,83.646,107.554
828.97,19.084,11.624,6.657,27.647,33.741,26.476,102.89,107.787,75.251,81.888,55.417,54.932,59.542,108.056,50.165,57.278,40.916,86.583,71.635,98.11,101.231,103.9,93.268,100.398,108.401,47.122,43.851,61.776,9.445,42.729,4.509,4.754,3.951,9.668,85.007,5.745,12.575,18.415,16.454,91.402,41.287,66.307,2.181,7.156,3.678,5.64,3.952,5.916,48.795,56.279,105.629,100.67,83.627,107.57
829.15,19.106,11.621,6.673,27.647,33.732,26.467,102.873,107.842,75.242,81.932,55.419,54.93,59.576,108.003,50.152,57.259,40.863,86.54,71.611,98.128,101.192,103.895,93.251,100.363,108.392,47.096,43.896,61.848,9.436,42.74,4.527,4.739,3.958,9.678,85.006,5.739,12.614,18.434,16.522,91.381,41.356,66.311,2.185,7.132,3.673,5.637,3.958,5.915,48.795,56.261,105.64,100.683,83.616,107.556
829.33,19.098,11.613,6.684,27.631,33.687,26.465,102.914,107.889,75.288,81.987,55.441,54.958,59.647,108.041,50.204,57.299,40.855,86.561,71.681,98.205,101.201,103.937,93.305,100.394,108.417,47.105,43.94,61.986,9.443,42.765,4.527,4.744,3.949,9.666,85.046,5.729,12.651,18.475,16.61,91.358,41.437,66.351,2.192,7.099,3.667,5.622,3.946,5.899,48.797,56.285,105.656,100.744,83.624,107.567
829.51,19.098,11.597,6.662,27.61,33.685,26.415,102.894,107.862,75.285,81.968,55.435,54.971,59.64,108.023,50.207,57.286,40.815,86.546,71.673,98.224,101.191,103.964,93.265,100.392,108.375,47.093,43.92,62.065,9.441,42.765,4.522,4.733,3.937,9.649,85.071,5.726,12.65,18.491,16.663,91.323,41.52,66.337,2.182,7.052,3.644,5.634,3.93,5.867,48.817,56.292,105.604,100.736,83.631,107.605
829.7,19.125,11.611,6.691,27.613,33.69,26.436,102.938,107.86,75.325,82.023,55.445,54.979,59.601,108.03,50.255,57.296,40.804,86.578,71.688,98.249,101.194,104.002,93.278,100.418,108.428,47.088,43.973,62.204,9.438,42.804,4.55,4.738,3.944,9.658,85.084,5.741,12.679,18.512,16.734,91.328,41.626,66.363,2.194,7.027,3.645,5.649,3.943,5.874,48.82,56.316,105.592,100.766,83.68,107.635
829.88,19.135,11.618,6.7,27.595,33.66,26.473,102.923,107.871,75.28,82.036,55.487,54.959,59.614,108.037,50.226,57.317,40.786,86.57,71.642,98.214,101.189,103.956,93.274,100.392,108.458,47.103,43.988,62.228,9.435,42.798,4.559,4.745,3.951,9.647,85.057,5.754,12.709,18.543,16.799,91.309,41.716,66.362,2.225,7.006,3.639,5.663,3.93,5.873,48.832,56.309,105.522,100.764,83.664,107.654
830.06,19.171,11.615,6.722,27.589,33.642,26.49,102.917,107.855,75.254,82.006,55.468,54.961,59.625,107.986,50.193,57.305,40.767,86.561,71.632,98.229,101.154,103.959,93.234,100.379,108.366,47.088,43.954,62.267,9.429,42.798,4.565,4.757,3.987,9.654,85.032,5.763,12.758,18.56,16.872,91.227,41.757,66.366,2.238,6.999,3.66,5.643,3.938,5.871,48.859,56.289,105.476,100.741,83.638,107.576
830.24,19.18,11.617,6.729,27.565,33.604,26.485,102.866,107.816,75.207,82.02,55.482,54.967,59.62,107.906,50.192,57.266,40.753,86.492,71.623,98.183,101.098,103.956,93.19,100.355,108.317,47.069,43.937,62.338,9.425,42.784,4.585,4.764,3.995,9.65,84.997,5.777,12.791,18.586,16.948,91.194,41.826,66.383,2.249,6.988,3.671,5.644,3.957,5.864,48.883,56.271,105.464,100.716,83.624,107.549
830.43,19.208,11.598,6.72,27.575,33.586,26.457,102.858,107.807,75.242,82.049,55.507,55.004,59.651,107.868,50.227,57.294,40.727,86.565,71.589,98.246,101.138,103.967,93.199,100.367,108.291,47.051,44.007,62.409,9.434,42.804,4.622,4.773,4.004,9.655,84.991,5.763,12.818,18.608,17.041,91.148,41.922,66.396,2.248,6.974,3.68,5.647,3.955,5.844,48.909,56.276,105.473,100.722,83.603,107.599
830.61,19.203,11.604,6.721,27.578,33.571,26.444,102.859,107.825,75.248,82.041,55.536,54.972,59.646,107.808,50.232,57.306,40.709,86.558,71.584,98.272,101.124,103.981,93.18,100.436,108.244,47.031,44.053,62.514,9.444,42.816,4.662,4.763,4.016,9.682,84.985,5.77,12.838,18.618,17.145,91.158,42.006,66.41,2.243,6.94,3.679,5.632,3.942,5.837,48.937,56.288,105.471,100.698,83.589,107.615
830.79,19.209,11.605,6.721,27.564,33.574,26.447,102.871,107.859,75.294,82.078,55.54,54.978,59.664,107.824,50.225,57.325,40.696,86.613,71.627,98.307,101.12,104.034,93.19,100.487,108.29,47.034,44.111,62.574,9.453,42.886,4.675,4.753,3.998,9.654,84.973,5.75,12.888,18.622,17.216,91.145,42.081,66.417,2.233,6.902,3.667,5.63,3.934,5.825,48.955,56.348,105.526,100.709,83.613,107.671
830.97,19.248,11.595,6.732,27.551,33.564,26.473,102.879,107.873,75.289,82.063,55.519,55.003,59.649,107.826,50.193,57.368,40.673,86.63,71.62,98.322,101.112,104.05,93.232,100.528,108.236,47.018,44.125,62.641,9.448,42.906,4.699,4.779,4.001,9.657,84.954,5.771,12.955,18.646,17.29,91.181,42.163,66.386,2.237,6.887,3.674,5.636,3.955,5.862,48.959,56.349,105.484,100.735,83.6,107.644
831.15,19.255,11.602,6.724,27.552,33.512,26.475,102.85,107.892,75.293,82.053,55.522,54.993,59.644,107.784,50.218,57.369,40.658,86.653,71.593,98.332,101.127,104.036,93.271,100.524,108.18,46.986,44.118,62.707,9.461,42.952,4.722,4.792,4.006,9.66,84.936,5.78,12.97,18.658,17.384,91.164,42.27,66.397,2.237,6.857,3.673,5.65,3.952,5.847,48.947,56.332,105.442,100.722,83.606,107.681
831.34,19.245,11.589,6.711,27.546,33.497,26.429,102.791,107.846,75.226,82.047,55.522,54.972,59.588,107.745,50.172,57.321,40.617,86.601,71.499,98.324,101.094,104.015,93.248,100.5,108.144,46.942,44.137,62.767,9.456,42.967,4.738,4.786,4.008,9.643,84.918,5.763,12.975,18.634,17.455,91.157,42.353,66.372,2.227,6.819,3.659,5.642,3.942,5.843,48.973,56.324,105.464,100.705,83.585,107.641
831.52,19.26,11.608,6.744,27.544,33.469,26.472,102.765,107.861,75.215,82.069,55.522,54.958,59.597,107.723,50.204,57.303,40.599,86.631,71.448,98.353,101.112,104.004,93.269,100.512,108.207,46.949,44.204,62.857,9.452,43.008,4.798,4.804,4.019,9.672,84.946,5.797,13.027,18.649,17.57,91.163,42.434,66.398,2.241,6.818,3.685,5.656,3.97,5.883,48.934,56.314,105.507,100.696,83.656,107.65
831.7,19.264,11.612,6.762,27.523,33.464,26.475,102.804,107.932,75.226,82.119,55.569,54.997,59.653,107.743,50.227,57.288,40.604,86.664,71.454,98.422,101.102,104.009,93.331,100.546,108.207,46.984,44.246,62.938,9.451,43.036,4.818,4.802,4.011,9.678,84.959,5.798,13.054,18.683,17.673,91.169,42.542,66.397,2.231,6.802,3.688,5.652,3.953,5.894,48.942,56.328,105.561,100.704,83.708,107.701
831.88,19.273,11.631,6.758,27.502,33.445,26.472,102.783,107.951,75.224,82.081,55.569,55.04,59.644,107.722,50.236,57.281,40.616,86.639,71.499,98.477,101.077,104.021,93.308,100.518,108.188,46.958,44.3,63.032,9.462,43.079,4.847,4.8,4.009,9.701,84.954,5.803,13.079,18.692,17.76,91.144,42.604,66.411,2.222,6.784,3.689,5.659,3.956,5.903,48.941,56.326,105.602,100.701,83.708,107.694
832.07,19.269,11.629,6.752,27.506,33.414,26.448,102.759,107.968,75.255,82.102,55.584,55.052,59.662,107.741,50.224,57.3,40.583,86.648,71.504,98.516,101.084,104.002,93.317,100.489,108.257,46.957,44.361,63.131,9.471,43.116,4.885,4.796,4.003,9.715,85.004,5.802,13.096,18.701,17.838,91.178,42.695,66.41,2.221,6.761,3.68,5.668,3.948,5.902,48.948,56.347,105.626,100.728,83.721,107.712
832.25,19.253,11.614,6.751,27.492,33.388,26.431,102.771,108.009,75.297,82.132,55.567,55.06,59.665,107.787,50.22,57.272,40.55,86.725,71.499,98.535,101.077,104.011,93.344,100.501,108.293,46.922,44.387,63.174,9.481,43.158,4.9,4.779,3.994,9.721,85.047,5.809,13.123,18.701,17.915,91.211,42.777,66.397,2.212,6.729,3.671,5.657,3.935,5.91,48.92,56.348,105.603,100.75,83.718,107.715
832.43,19.29,11.619,6.774,27.446,33.375,26.414,102.774,107.958,75.29,82.127,55.576,55.039,59.665,107.774,50.202,57.237,40.546,86.672,71.487,98.531,101.027,104,93.343,100.477,108.284,46.964,44.385,63.249,9.454,43.204,4.932,4.776,3.981,9.739,85.048,5.806,13.141,18.699,17.984,91.194,42.821,66.394,2.221,6.699,3.666,5.646,3.931,5.926,48.879,56.359,105.567,100.725,83.72,107.598
832.61,19.321,11.61,6.786,27.412,33.35,26.404,102.773,107.972,75.314,82.15,55.583,55.093,59.69,107.842,50.216,57.2,40.503,86.674,71.508,98.528,101.051,104.034,93.405,100.479,108.368,46.98,44.405,63.29,9.459,43.26,4.938,4.775,3.985,9.738,85.013,5.802,13.165,18.714,18.063,91.14,42.907,66.399,2.211,6.694,3.663,5.635,3.94,5.909,48.891,56.365,105.61,100.8,83.734,107.628
832.79,19.325,11.616,6.773,27.385,33.317,26.398,102.766,107.928,75.281,82.123,55.566,55.078,59.645,107.807,50.227,57.182,40.456,86.64,71.482,98.508,101.024,103.987,93.398,100.469,108.334,46.967,44.392,63.332,9.453,43.232,4.96,4.767,3.986,9.734,85.027,5.791,13.175,18.7,18.145,91.099,42.972,66.368,2.199,6.658,3.659,5.637,3.929,5.905,48.926,56.352,105.562,100.78,83.676,107.574
832.98,19.305,11.603,6.777,27.363,33.279,26.405,102.738,107.888,75.282,82.115,55.558,55.065,59.638,107.803,50.236,57.13,40.46,86.621,71.463,98.468,101.024,104.016,93.347,100.446,108.355,46.991,44.394,63.369,9.459,43.247,4.981,4.762,3.991,9.728,85.059,5.781,13.188,18.722,18.228,91.072,43.043,66.393,2.202,6.63,3.65,5.647,3.926,5.907,48.921,56.352,105.605,100.779,83.657,107.588
833.16,19.297,11.607,6.781,27.334,33.254,26.389,102.777,107.851,75.25,82.148,55.549,55.086,59.604,107.866,50.235,57.117,40.428,86.629,71.422,98.451,101.056,104.009,93.326,100.438,108.407,47.013,44.456,63.451,9.447,43.302,5.02,4.767,3.981,9.723,85.078,5.767,13.214,18.721,18.303,91.073,43.132,66.383,2.216,6.625,3.655,5.64,3.93,5.923,48.935,56.349,105.618,100.781,83.647,107.494
833.34,19.307,11.629,6.806,27.309,33.242,26.411,102.801,107.869,75.277,82.158,55.536,55.125,59.598,107.913,50.258,57.129,40.417,86.664,71.484,98.472,101.041,104.029,93.303,100.468,108.403,47.019,44.492,63.54,9.438,43.376,5.057,4.76,3.978,9.739,85.071,5.769,13.236,18.757,18.386,91.079,43.227,66.394,2.218,6.612,3.653,5.649,3.939,5.919,48.91,56.336,105.55,100.741,83.664,107.496
833.52,19.276,11.633,6.829,27.298,33.183,26.359,102.757,107.832,75.268,82.127,55.582,55.146,59.598,107.894,50.235,57.138,40.387,86.623,71.507,98.454,100.974,104.02,93.271,100.453,108.302,47.001,44.511,63.561,9.44,43.397,5.069,4.759,3.97,9.734,85.013,5.754,13.244,18.773,18.45,91.054,43.324,66.416,2.218,6.583,3.656,5.627,3.936,5.915,48.959,56.318,105.497,100.682,83.6,107.436
833.7,19.277,11.629,6.827,27.285,33.155,26.345,102.742,107.776,75.296,82.1,55.55,55.173,59.635,107.91,50.207,57.131,40.362,86.642,71.514,98.428,101.002,104.055,93.258,100.429,108.307,46.985,44.523,63.599,9.443,43.433,5.097,4.768,3.971,9.737,85.009,5.749,13.284,18.766,18.519,91.037,43.377,66.436,2.219,6.562,3.661,5.615,3.955,5.902,48.951,56.304,105.482,100.692,83.565,107.424
833.89,19.294,11.634,6.842,27.307,33.141,26.305,102.806,107.757,75.333,82.163,55.555,55.191,59.654,107.947,50.253,57.146,40.305,86.683,71.509,98.421,101.022,104.086,93.32,100.533,108.259,46.98,44.527,63.686,9.418,43.478,5.126,4.766,3.976,9.744,85.049,5.748,13.321,18.79,18.616,91.085,43.489,66.464,2.228,6.54,3.669,5.618,3.959,5.889,48.954,56.299,105.519,100.675,83.636,107.476
834.07,19.307,11.635,6.845,27.297,33.124,26.306,102.818,107.756,75.325,82.168,55.544,55.202,59.673,107.907,50.285,57.134,40.278,86.708,71.538,98.428,101.023,104.091,93.353,100.594,108.216,46.946,44.55,63.732,9.4,43.512,5.141,4.745,3.965,9.724,85.047,5.744,13.348,18.811,18.712,91.076,43.588,66.451,2.225,6.5,3.659,5.612,3.943,5.888,48.928,56.277,105.513,100.648,83.608,107.526
834.25,19.32,11.65,6.859,27.301,33.119,26.287,102.862,107.761,75.324,82.208,55.545,55.211,59.694,107.923,50.297,57.187,40.236,86.708,71.563,98.463,101.034,104.143,93.389,100.665,108.218,46.978,44.6,63.83,9.395,43.566,5.173,4.754,3.955,9.707,85.05,5.726,13.402,18.831,18.784,91.056,43.702,66.511,2.215,6.467,3.669,5.624,3.947,5.873,48.951,56.276,105.566,100.618,83.638,107.543
834.43,19.3,11.644,6.85,27.346,33.114,26.285,102.884,107.812,75.326,82.243,55.531,55.225,59.713,107.936,50.324,57.178,40.184,86.739,71.584,98.477,101.111,104.205,93.366,100.705,108.24,46.955,44.628,63.878,9.409,43.613,5.199,4.758,3.963,9.691,85.053,5.742,13.451,18.835,18.89,91.061,43.813,66.562,2.21,6.438,3.675,5.631,3.95,5.887,49,56.29,105.561,100.644,83.666,107.615
834.61,19.315,11.673,6.854,27.366,33.105,26.32,102.915,107.826,75.33,82.272,55.551,55.255,59.73,107.93,50.315,57.2,40.178,86.74,71.572,98.456,101.14,104.188,93.343,100.73,108.182,46.946,44.702,63.973,9.408,43.638,5.263,4.79,3.968,9.698,85.076,5.765,13.514,18.873,18.993,91.108,43.908,66.561,2.247,6.429,3.7,5.666,3.976,5.918,49.002,56.281,105.565,100.582,83.661,107.579
834.8,19.327,11.68,6.867,27.363,33.076,26.315,102.919,107.906,75.37,82.297,55.584,55.295,59.761,107.934,50.318,57.197,40.158,86.758,71.617,98.482,101.174,104.218,93.391,100.794,108.164,46.952,44.754,64.071,9.402,43.665,5.288,4.806,3.971,9.698,85.085,5.78,13.55,18.912,19.092,91.159,43.994,66.61,2.241,6.424,3.697,5.649,3.972,5.936,48.949,56.284,105.55,100.614,83.717,107.584
834.98,19.354,11.701,6.853,27.385,33.032,26.283,102.917,107.892,75.35,82.295,55.593,55.321,59.778,107.911,50.323,57.184,40.104,86.713,71.601,98.478,101.177,104.158,93.407,100.764,108.155,46.889,44.787,64.171,9.385,43.665,5.325,4.794,3.966,9.714,85.03,5.772,13.579,18.921,19.175,91.105,44.07,66.569,2.237,6.403,3.694,5.631,3.96,5.909,48.961,56.287,105.467,100.604,83.739,107.553
835.16,19.397,11.724,6.871,27.398,33.043,26.279,102.92,107.919,75.417,82.325,55.639,55.358,59.833,107.9,50.341,57.195,40.091,86.706,71.65,98.561,101.193,104.215,93.439,100.82,108.19,46.888,44.821,64.28,9.405,43.693,5.36,4.797,3.974,9.727,85.005,5.79,13.621,18.955,19.256,91.075,44.156,66.615,2.218,6.378,3.686,5.633,3.966,5.902,48.923,56.339,105.541,100.64,83.783,107.676
835.34,19.437,11.737,6.88,27.416,33.042,26.258,102.939,107.96,75.45,82.307,55.664,55.362,59.843,107.854,50.347,57.197,40.07,86.703,71.653,98.554,101.256,104.206,93.477,100.836,108.22,46.863,44.834,64.36,9.415,43.716,5.412,4.832,3.99,9.749,85.016,5.803,13.683,18.977,19.382,91.083,44.26,66.606,2.227,6.363,3.705,5.636,3.986,5.913,48.913,56.364,105.54,100.668,83.806,107.717
835.52,19.491,11.741,6.869,27.431,33.075,26.305,103.033,108.028,75.501,82.366,55.662,55.417,59.853,107.914,50.367,57.254,40.081,86.769,71.653,98.644,101.348,104.289,93.591,100.896,108.343,46.857,44.893,64.506,9.397,43.758,5.44,4.824,3.993,9.778,85.082,5.808,13.734,18.986,19.488,91.129,44.348,66.609,2.23,6.362,3.694,5.647,3.988,5.898,48.886,56.436,105.607,100.729,83.812,107.815
835.71,19.511,11.742,6.849,27.455,33.048,26.303,103.024,108.056,75.45,82.384,55.696,55.389,59.837,107.903,50.371,57.293,40.059,86.754,71.692,98.681,101.311,104.301,93.61,100.927,108.342,46.832,44.926,64.595,9.382,43.758,5.452,4.817,4.002,9.778,85.056,5.822,13.784,19.005,19.567,91.108,44.478,66.587,2.237,6.35,3.691,5.658,3.982,5.898,48.882,56.457,105.619,100.736,83.771,107.827
835.89,19.543,11.737,6.852,27.438,33.022,26.3,102.977,108.067,75.435,82.375,55.708,55.389,59.823,107.865,50.357,57.281,40.074,86.743,71.67,98.702,101.338,104.305,93.625,100.875,108.388,46.817,44.981,64.673,9.382,43.749,5.488,4.838,3.991,9.779,85.081,5.82,13.828,18.985,19.652,91.091,44.57,66.559,2.235,6.337,3.702,5.655,3.995,5.897,48.867,56.493,105.588,100.746,83.73,107.861
836.07,19.553,11.748,6.847,27.437,33.008,26.279,102.992,108.054,75.443,82.425,55.745,55.399,59.822,107.912,50.367,57.287,40.064,86.791,71.668,98.688,101.357,104.343,93.637,100.91,108.41,46.79,45.032,64.729,9.378,43.753,5.509,4.854,3.997,9.782,85.05,5.814,13.845,18.97,19.731,91.083,44.669,66.616,2.231,6.34,3.712,5.66,4.007,5.892,48.913,56.527,105.577,100.769,83.745,107.815
836.25,19.559,11.753,6.835,27.443,33.001,26.274,102.996,108.019,75.443,82.363,55.79,55.403,59.818,107.949,50.376,57.256,40.058,86.793,71.615,98.697,101.343,104.293,93.622,100.864,108.399,46.794,45.082,64.815,9.372,43.771,5.53,4.857,4.01,9.805,85.069,5.818,13.853,18.978,19.825,91.065,44.711,66.589,2.227,6.336,3.7,5.665,3.998,5.912,48.945,56.528,105.528,100.801,83.732,107.791
836.43,19.558,11.764,6.858,27.43,32.952,26.268,102.939,107.982,75.4,82.335,55.781,55.361,59.752,107.931,50.351,57.265,40.066,86.775,71.571,98.657,101.237,104.264,93.615,100.87,108.405,46.764,45.101,64.854,9.355,43.761,5.552,4.872,4.012,9.816,85.085,5.811,13.902,19.002,19.91,91.063,44.781,66.583,2.223,6.336,3.715,5.667,3.988,5.88,48.925,56.497,105.513,100.766,83.696,107.783
